ticket_id,created_at,resolved_at,priority,category,channel,agent_id,region,status,resolution_hours,sla_target_hours,sla_breached,csat_score,num_replies,first_response_hours
TKT00776,2024-03-17 23:52:44,2024-03-18 11:16:44,Medium,Billing,Social Media,AGT001,North,Resolved,11.4,24,False,4,7,10.94
TKT00777,2024-03-06 06:37:18,2024-03-10 18:10:54,Low,Billing,Social Media,AGT011,West,Resolved,107.56,72,True,2,11,24.08
TKT00778,2024-07-15 15:14:34,2024-07-15 20:18:46,High,Product Info,Chat,AGT008,West,Resolved,5.07,8,False,4,12,2.2
TKT00779,2024-12-25 03:10:36,2024-12-25 10:14:12,Medium,Product Info,Email,AGT008,East,Resolved,7.06,24,False,5,3,6.51
TKT00780,2024-03-12 10:43:46,2024-03-15 19:20:58,Low,Account,Social Media,AGT012,South,Resolved,80.62,72,True,3,4,4.12
TKT00781,2024-07-12 00:57:33,2024-07-13 00:54:33,Low,Product Info,Email,AGT005,Central,Resolved,23.95,72,False,2,10,20.86
TKT00782,2024-02-10 08:55:18,2024-02-11 20:43:54,Low,Account,Chat,AGT005,South,Resolved,35.81,72,False,5,3,26.81
TKT00783,2024-07-29 12:16:55,2024-07-30 01:25:55,Medium,Account,Email,AGT016,South,Resolved,13.15,24,False,1,11,0.52
TKT00784,2024-01-06 14:25:55,2024-01-07 10:48:43,High,Returns,Phone,AGT006,Central,Resolved,20.38,8,True,4,12,1.9
TKT00785,2024-09-24 13:44:47,2024-09-24 16:44:11,Critical,Account,Email,AGT003,South,Resolved,2.99,2,True,1,12,1.95
TKT00786,2024-09-01 11:24:10,2024-09-02 01:07:22,Medium,Billing,Email,AGT015,East,Resolved,13.72,24,False,4,4,3.78
TKT00787,2024-06-20 01:01:16,2024-06-21 01:33:04,Low,Account,Chat,AGT020,Central,Resolved,24.53,72,False,2,5,4.69
TKT00788,2024-05-17 03:05:46,2024-05-27 22:00:58,Low,Billing,Social Media,AGT008,North,Resolved,258.92,72,True,3,2,67.94
TKT00789,2024-07-22 18:12:44,2024-07-25 10:56:32,Low,Account,Chat,AGT010,North,Resolved,64.73,72,False,5,12,32.65
TKT00790,2024-10-27 13:54:44,2024-10-28 21:01:56,Medium,Technical,Chat,AGT001,South,Resolved,31.12,24,True,1,2,21.26
TKT00791,2024-04-20 23:49:09,2024-04-23 05:40:09,Low,Product Info,Phone,AGT008,West,Closed,53.85,72,False,5,6,15.73
TKT00792,2024-12-30 14:06:47,2025-01-01 02:40:23,Medium,Shipping,Chat,AGT002,Central,Resolved,36.56,24,True,3,8,2.43
TKT00793,2024-02-14 18:09:53,2024-02-16 06:44:05,Low,Account,Chat,AGT018,North,Resolved,36.57,72,False,5,6,12.99
TKT00794,2024-05-12 17:13:51,2024-05-17 05:22:51,Low,Product Info,Chat,AGT015,North,Escalated,108.15,72,True,2,8,2.95
TKT00795,2024-11-13 04:41:46,2024-11-13 09:32:46,High,Shipping,Phone,AGT014,East,Resolved,4.85,8,False,4,7,2.5
TKT00796,2024-11-13 23:26:32,2024-11-16 11:21:08,Low,Product Info,Email,AGT002,South,Closed,59.91,72,False,4,5,22.58
TKT00797,2024-07-17 16:49:51,2024-07-18 13:57:39,Medium,Billing,Social Media,AGT008,North,Resolved,21.13,24,False,4,12,2.38
TKT00798,2024-04-12 14:37:08,2024-04-12 15:35:20,Critical,Shipping,Social Media,AGT014,South,Closed,0.97,2,False,5,8,0.2
TKT00799,2024-08-28 05:17:52,2024-08-28 18:22:40,Medium,Returns,Social Media,AGT005,North,Escalated,13.08,24,False,1,6,10.35
TKT00800,2024-04-18 00:50:07,2024-04-18 11:16:31,Critical,Technical,Chat,AGT002,North,Resolved,10.44,2,True,2,5,0.87
TKT00801,2024-08-02 19:06:23,2024-08-04 08:37:35,Low,Product Info,Email,AGT015,North,Closed,37.52,72,False,3,7,12.9
TKT00802,2024-06-27 15:15:32,2024-06-27 21:04:08,High,Technical,Social Media,AGT007,East,Escalated,5.81,8,False,5,10,2.32
TKT00803,2024-02-09 21:03:43,2024-02-11 08:43:19,Low,Returns,Phone,AGT007,North,Resolved,35.66,72,False,5,8,33.31
TKT00804,2024-12-11 14:47:45,2024-12-12 10:23:09,Medium,Account,Chat,AGT004,West,Resolved,19.59,24,False,5,10,2.0
TKT00805,2024-12-22 19:52:56,2024-12-31 12:36:44,Low,Technical,Chat,AGT014,South,Escalated,208.73,72,True,1,10,68.77
TKT00806,2024-06-03 11:10:34,2024-06-04 05:50:10,Medium,Account,Social Media,AGT001,West,Resolved,18.66,24,False,4,6,15.47
TKT00807,2024-03-31 16:42:18,2024-04-01 03:16:30,Medium,Account,Social Media,AGT004,West,Resolved,10.57,24,False,4,11,7.31
TKT00808,2024-02-20 03:11:24,2024-02-21 04:25:48,Medium,Account,Social Media,AGT020,North,Resolved,25.24,24,True,3,10,22.26
TKT00809,2024-10-24 01:11:17,2024-10-26 16:58:05,Low,Shipping,Social Media,AGT017,Central,Resolved,63.78,72,False,3,4,54.63
TKT00810,2024-07-30 23:28:43,2024-07-31 03:16:43,Critical,Account,Phone,AGT015,South,Resolved,3.8,2,True,1,5,1.77
TKT00811,2024-01-03 15:05:36,2024-01-05 02:04:24,Low,Shipping,Phone,AGT008,East,Resolved,34.98,72,False,5,10,34.73
TKT00812,2024-11-11 23:27:47,2024-11-12 19:10:59,Low,Shipping,Social Media,AGT007,South,Escalated,19.72,72,False,5,7,19.28
TKT00813,2024-03-22 15:55:31,2024-03-24 14:28:31,Low,Account,Email,AGT017,Central,Closed,46.55,72,False,2,11,42.68
TKT00814,2024-04-14 03:23:43,2024-04-14 08:24:55,High,Technical,Chat,AGT011,North,Resolved,5.02,8,False,4,9,4.63
TKT00815,2024-03-07 16:31:08,2024-03-10 08:17:20,Low,Shipping,Chat,AGT001,East,Resolved,63.77,72,False,3,4,46.34
TKT00816,2024-12-03 01:53:02,2024-12-03 11:18:50,High,Shipping,Email,AGT009,North,Resolved,9.43,8,True,3,10,1.07
TKT00817,2024-02-17 02:49:02,2024-02-18 07:24:26,Low,Account,Social Media,AGT006,North,Resolved,28.59,72,False,5,1,11.89
TKT00818,2024-04-17 15:17:18,2024-04-18 02:10:06,Medium,Product Info,Chat,AGT003,South,Resolved,10.88,24,False,5,3,7.21
TKT00819,2024-06-24 12:37:33,2024-06-25 12:21:57,Medium,Billing,Chat,AGT004,Central,Closed,23.74,24,False,4,2,4.66
TKT00820,2024-09-19 05:32:48,2024-09-21 01:20:12,Low,Billing,Email,AGT017,East,Resolved,43.79,72,False,5,2,31.9
TKT00821,2024-09-03 07:15:14,2024-09-03 10:56:02,Critical,Account,Phone,AGT009,West,Closed,3.68,2,True,3,8,0.93
TKT00822,2024-03-29 07:12:16,2024-03-29 10:18:52,Critical,Technical,Social Media,AGT009,North,Resolved,3.11,2,True,2,10,0.69
TKT00823,2024-08-09 16:14:38,2024-08-09 19:58:26,High,Product Info,Email,AGT016,Central,Resolved,3.73,8,False,5,4,2.16
TKT00824,2024-08-18 06:05:21,2024-08-20 21:07:09,Medium,Product Info,Social Media,AGT003,East,Resolved,63.03,24,True,2,11,22.81
TKT00825,2024-02-28 06:33:00,2024-03-01 08:21:36,Medium,Shipping,Chat,AGT001,North,Resolved,49.81,24,True,1,6,8.99
TKT00826,2024-06-12 00:23:48,2024-06-12 14:28:36,High,Billing,Phone,AGT001,South,Resolved,14.08,8,True,3,7,2.34
TKT00827,2024-10-14 10:07:24,2024-10-29 18:45:12,Low,Technical,Email,AGT004,Central,Closed,368.63,72,True,4,7,49.15
TKT00828,2024-04-10 01:48:29,2024-04-11 10:25:05,Medium,Account,Social Media,AGT007,North,Resolved,32.61,24,True,5,3,14.47
TKT00829,2024-01-11 10:22:40,2024-01-12 16:50:16,Medium,Technical,Email,AGT019,West,Resolved,30.46,24,True,3,7,0.98
TKT00830,2024-06-21 23:28:32,2024-06-23 03:03:56,Medium,Returns,Social Media,AGT002,East,Resolved,27.59,24,True,4,6,9.67
TKT00831,2024-11-09 01:42:49,2024-11-09 15:29:01,Medium,Account,Email,AGT016,East,Escalated,13.77,24,False,4,2,0.5
TKT00832,2024-02-23 11:45:17,2024-03-01 19:13:29,Low,Billing,Email,AGT005,South,Closed,175.47,72,True,1,6,58.78
TKT00833,2024-05-12 01:34:06,2024-05-13 16:05:18,Medium,Billing,Phone,AGT002,Central,Closed,38.52,24,True,1,7,6.55
TKT00834,2024-08-23 04:21:55,2024-08-27 05:30:19,Low,Technical,Social Media,AGT019,West,Resolved,97.14,72,True,3,9,38.03
TKT00835,2024-05-23 11:43:13,2024-05-24 16:03:01,Medium,Product Info,Phone,AGT016,North,Resolved,28.33,24,True,1,4,15.86
TKT00836,2024-02-08 18:00:28,2024-02-09 08:17:16,Medium,Technical,Social Media,AGT003,South,Resolved,14.28,24,False,3,6,3.06
TKT00837,2024-06-09 11:21:11,2024-06-12 07:52:23,Medium,Returns,Email,AGT017,South,Resolved,68.52,24,True,4,6,9.32
TKT00838,2024-04-13 14:34:15,2024-04-14 04:43:15,Medium,Returns,Phone,AGT017,Central,Resolved,14.15,24,False,3,3,6.58
TKT00839,2024-01-09 16:46:44,2024-01-11 07:07:08,Low,Billing,Social Media,AGT008,East,Resolved,38.34,72,False,4,9,3.31
TKT00840,2024-09-14 15:41:12,2024-09-15 08:08:12,Medium,Technical,Email,AGT013,North,Resolved,16.45,24,False,3,12,15.27
TKT00841,2024-03-31 21:37:43,2024-04-05 04:08:19,Low,Technical,Email,AGT013,North,Resolved,102.51,72,True,2,2,15.89
TKT00842,2024-05-16 08:41:35,2024-05-17 17:43:23,Low,Billing,Social Media,AGT019,West,Resolved,33.03,72,False,3,4,24.27
TKT00843,2024-04-15 06:13:37,2024-04-15 16:45:25,High,Account,Phone,AGT016,North,Resolved,10.53,8,True,2,9,7.27
TKT00844,2024-12-18 08:41:16,2024-12-19 00:29:52,Medium,Product Info,Phone,AGT010,West,Resolved,15.81,24,False,3,1,10.56
TKT00845,2024-05-15 02:48:09,2024-05-15 21:39:45,Medium,Billing,Phone,AGT006,West,Resolved,18.86,24,False,1,8,16.48
TKT00846,2024-10-17 10:34:57,2024-10-19 22:18:09,Medium,Billing,Chat,AGT001,North,Resolved,59.72,24,True,1,12,8.12
TKT00847,2024-05-11 17:42:45,2024-05-12 08:10:57,Medium,Account,Phone,AGT018,East,Closed,14.47,24,False,5,11,12.41
TKT00848,2024-02-27 09:49:41,2024-02-27 16:38:17,High,Returns,Social Media,AGT016,South,Resolved,6.81,8,False,1,3,2.5
TKT00849,2024-07-03 07:30:41,2024-07-08 03:46:53,Low,Returns,Email,AGT014,East,Closed,116.27,72,True,5,11,39.28
TKT00850,2024-05-15 12:42:03,2024-05-16 04:15:03,High,Returns,Phone,AGT006,East,Resolved,15.55,8,True,2,10,4.21
TKT00851,2024-08-09 16:34:01,2024-08-13 10:31:01,Low,Returns,Email,AGT004,North,Resolved,89.95,72,True,2,11,10.68
TKT00852,2024-11-15 20:19:16,2024-11-16 15:58:16,Medium,Returns,Phone,AGT010,North,Resolved,19.65,24,False,3,4,5.63
TKT00853,2024-06-05 00:11:07,2024-06-05 17:57:55,Medium,Billing,Phone,AGT016,South,Resolved,17.78,24,False,1,5,13.98
TKT00854,2024-02-14 09:51:17,2024-02-15 05:50:05,Medium,Returns,Email,AGT005,East,Resolved,19.98,24,False,4,8,18.65
TKT00855,2024-08-04 14:31:52,2024-08-08 03:59:28,Low,Product Info,Phone,AGT013,Central,Resolved,85.46,72,True,2,10,31.44
TKT00856,2024-12-15 07:15:49,2024-12-15 12:09:13,High,Returns,Phone,AGT005,North,Resolved,4.89,8,False,3,11,2.31
TKT00857,2024-03-11 19:10:18,2024-03-13 18:11:30,Low,Shipping,Phone,AGT004,West,Resolved,47.02,72,False,5,8,19.83
TKT00858,2024-01-14 15:19:30,2024-01-15 03:56:42,Medium,Billing,Chat,AGT018,Central,Resolved,12.62,24,False,5,3,7.87
TKT00859,2024-07-20 04:35:06,2024-07-20 07:47:06,High,Account,Social Media,AGT002,North,Resolved,3.2,8,False,5,5,2.67
TKT00860,2024-02-19 10:34:46,2024-02-20 01:40:10,Medium,Account,Email,AGT020,Central,Resolved,15.09,24,False,5,12,10.85
TKT00861,2024-10-14 18:02:00,2024-10-15 16:43:24,Medium,Returns,Chat,AGT005,East,Resolved,22.69,24,False,4,12,22.45
TKT00862,2024-12-18 07:18:26,2024-12-19 05:28:38,Low,Shipping,Email,AGT020,Central,Resolved,22.17,72,False,4,4,2.39
TKT00863,2024-07-19 02:01:34,2024-07-24 11:23:46,Low,Returns,Chat,AGT015,South,Closed,129.37,72,True,2,9,18.81
TKT00864,2024-03-04 15:44:29,2024-03-04 23:28:53,Medium,Shipping,Chat,AGT020,South,Resolved,7.74,24,False,2,12,4.28
TKT00865,2024-12-07 03:38:29,2024-12-09 10:39:41,Medium,Account,Social Media,AGT010,West,Resolved,55.02,24,True,3,2,11.19
TKT00866,2024-05-25 16:38:30,2024-05-25 23:16:54,High,Technical,Email,AGT001,Central,Resolved,6.64,8,False,4,6,6.4
TKT00867,2024-05-21 00:19:55,2024-05-22 01:09:07,Medium,Product Info,Chat,AGT015,East,Escalated,24.82,24,True,4,9,9.44
TKT00868,2024-06-29 23:52:54,2024-07-02 23:01:54,Low,Product Info,Chat,AGT005,East,Closed,71.15,72,False,5,11,21.62
TKT00869,2024-07-11 17:10:33,2024-07-11 23:06:57,Medium,Product Info,Phone,AGT016,South,Resolved,5.94,24,False,5,10,5.68
TKT00870,2024-02-04 01:38:08,2024-02-08 04:53:44,Low,Returns,Email,AGT013,West,Escalated,99.26,72,True,1,8,23.37
TKT00871,2024-02-23 06:20:06,2024-02-28 12:37:30,Low,Product Info,Email,AGT008,North,Resolved,126.29,72,True,5,2,2.79
TKT00872,2024-11-06 22:59:04,2024-11-11 14:03:52,Medium,Shipping,Social Media,AGT012,West,Resolved,111.08,24,True,2,11,13.81
TKT00873,2024-08-12 10:24:58,2024-08-14 05:20:46,Low,Account,Chat,AGT016,North,Resolved,42.93,72,False,4,11,41.21
TKT00874,2024-01-03 13:05:28,2024-01-09 22:53:28,Low,Billing,Phone,AGT005,South,Resolved,153.8,72,True,4,12,46.28
TKT00875,2024-08-30 18:14:07,2024-08-31 20:39:19,Medium,Technical,Chat,AGT019,North,Resolved,26.42,24,True,3,11,9.09
TKT00876,2024-09-21 10:51:29,2024-09-23 07:20:17,Low,Billing,Phone,AGT005,North,Resolved,44.48,72,False,2,5,41.03
TKT00877,2024-02-04 05:44:51,2024-02-07 22:41:51,Low,Product Info,Phone,AGT012,West,Resolved,88.95,72,True,3,9,50.25
TKT00878,2024-11-30 01:05:29,2024-12-02 06:46:17,Low,Shipping,Email,AGT009,South,Resolved,53.68,72,False,3,12,17.76
TKT00879,2024-09-09 02:39:16,2024-09-10 07:23:40,High,Billing,Email,AGT008,East,Escalated,28.74,8,True,3,7,4.83
TKT00880,2024-09-02 04:42:49,2024-09-02 15:15:49,Medium,Billing,Chat,AGT018,East,Resolved,10.55,24,False,1,5,8.27
TKT00881,2024-01-29 00:57:34,2024-01-30 08:31:46,High,Technical,Social Media,AGT001,North,Resolved,31.57,8,True,2,1,3.16
TKT00882,2024-12-25 15:32:25,2024-12-26 03:17:25,Medium,Technical,Phone,AGT014,East,Resolved,11.75,24,False,2,7,10.8
TKT00883,2024-01-06 08:16:09,2024-01-09 07:33:33,Low,Billing,Email,AGT019,North,Closed,71.29,72,False,5,4,57.95
TKT00884,2024-04-02 10:17:20,2024-04-04 10:26:20,Low,Technical,Chat,AGT015,East,Resolved,48.15,72,False,4,7,23.1
TKT00885,2024-05-08 19:47:36,2024-05-12 08:02:00,Low,Billing,Chat,AGT003,West,Closed,84.24,72,True,4,6,56.2
TKT00886,2024-09-26 09:44:26,2024-09-28 07:30:38,Low,Product Info,Phone,AGT008,West,Closed,45.77,72,False,2,10,22.31
TKT00887,2024-04-28 11:06:08,2024-05-04 15:57:44,Low,Technical,Chat,AGT017,North,Escalated,148.86,72,True,2,12,31.76
TKT00888,2024-09-12 01:13:44,2024-09-12 07:46:44,High,Billing,Email,AGT001,North,Resolved,6.55,8,False,3,10,2.58
TKT00889,2024-08-15 01:37:01,2024-08-17 12:44:49,Low,Shipping,Email,AGT013,East,Resolved,59.13,72,False,4,6,55.42
TKT00890,2024-10-29 07:53:02,2024-10-29 22:27:50,High,Account,Social Media,AGT009,West,Closed,14.58,8,True,4,12,6.04
TKT00891,2024-12-13 10:27:52,2024-12-15 03:21:52,High,Returns,Phone,AGT013,South,Escalated,40.9,8,True,2,8,5.99
TKT00892,2024-05-23 09:59:25,2024-05-23 15:32:25,High,Technical,Phone,AGT001,Central,Resolved,5.55,8,False,4,10,1.59
TKT00893,2024-01-07 04:31:33,2024-01-09 00:37:33,Low,Account,Chat,AGT020,West,Resolved,44.1,72,False,5,8,0.49
TKT00894,2024-11-22 20:15:55,2024-11-23 14:48:55,Low,Account,Phone,AGT016,Central,Resolved,18.55,72,False,5,2,8.23
TKT00895,2024-09-10 04:37:55,2024-09-11 12:16:19,Low,Account,Email,AGT009,South,Resolved,31.64,72,False,5,1,5.91
TKT00896,2024-06-11 01:31:39,2024-06-11 13:53:51,Medium,Shipping,Phone,AGT019,East,Resolved,12.37,24,False,5,6,6.73
TKT00897,2024-02-25 02:49:15,2024-02-27 14:22:15,Low,Technical,Chat,AGT012,East,Resolved,59.55,72,False,2,11,24.83
TKT00898,2024-01-13 11:53:20,2024-01-13 21:24:32,Medium,Account,Phone,AGT005,West,Escalated,9.52,24,False,5,5,5.96
TKT00899,2024-03-17 21:31:33,2024-03-21 01:39:57,Low,Billing,Phone,AGT010,South,Resolved,76.14,72,True,4,10,2.44
TKT00900,2024-02-09 08:10:36,2024-02-10 16:22:00,Medium,Shipping,Social Media,AGT003,Central,Closed,32.19,24,True,3,9,19.18
TKT00901,2024-09-23 16:03:25,2024-09-23 22:49:01,Medium,Product Info,Chat,AGT017,East,Resolved,6.76,24,False,4,6,1.64
TKT00902,2024-08-15 14:55:29,2024-08-18 06:33:53,Low,Billing,Phone,AGT008,West,Resolved,63.64,72,False,4,8,50.06
TKT00903,2024-05-05 14:50:27,2024-05-09 07:28:15,Low,Technical,Phone,AGT018,East,Resolved,88.63,72,True,3,2,29.47
TKT00904,2024-09-10 23:02:00,2024-09-13 05:05:36,Medium,Technical,Social Media,AGT019,North,Resolved,54.06,24,True,1,7,6.39
TKT00905,2024-03-05 01:14:26,2024-03-06 11:22:14,Medium,Shipping,Email,AGT004,South,Resolved,34.13,24,True,1,9,22.06
TKT00906,2024-07-24 20:16:39,2024-07-24 23:11:15,High,Account,Phone,AGT005,Central,Resolved,2.91,8,False,3,2,2.89
TKT00907,2024-08-17 14:53:12,2024-08-20 01:01:00,Low,Product Info,Social Media,AGT012,South,Closed,58.13,72,False,4,12,44.55
TKT00908,2024-03-18 00:17:00,2024-03-18 07:30:48,High,Returns,Social Media,AGT003,East,Resolved,7.23,8,False,4,9,5.25
TKT00909,2024-06-01 17:57:36,2024-06-05 02:12:00,Low,Billing,Social Media,AGT008,East,Resolved,80.24,72,True,4,6,54.55
TKT00910,2024-08-08 18:54:04,2024-08-08 20:27:40,Critical,Billing,Phone,AGT007,East,Resolved,1.56,2,False,3,5,0.5
TKT00911,2024-05-12 22:04:11,2024-05-18 08:08:23,Medium,Technical,Chat,AGT010,North,Resolved,130.07,24,True,3,9,18.14
TKT00912,2024-10-02 07:06:16,2024-10-05 16:29:04,Low,Billing,Chat,AGT018,East,Escalated,81.38,72,True,1,10,30.77
TKT00913,2024-05-31 03:59:27,2024-06-03 18:30:03,Medium,Technical,Social Media,AGT015,West,Resolved,86.51,24,True,1,3,23.83
TKT00914,2024-02-10 08:05:55,2024-02-13 07:50:55,Medium,Billing,Phone,AGT012,West,Resolved,71.75,24,True,2,9,16.16
TKT00915,2024-01-20 15:46:43,2024-01-21 19:09:31,Low,Product Info,Chat,AGT011,Central,Resolved,27.38,72,False,4,11,1.07
TKT00916,2024-03-11 21:20:53,2024-03-13 09:58:41,Medium,Billing,Phone,AGT008,West,Resolved,36.63,24,True,3,3,17.63
TKT00917,2024-09-21 07:47:54,2024-09-23 07:31:06,Low,Technical,Chat,AGT003,South,Resolved,47.72,72,False,4,12,12.63
TKT00918,2024-11-22 12:41:45,2024-11-23 20:17:45,Medium,Returns,Phone,AGT008,South,Closed,31.6,24,True,1,11,11.69
TKT00919,2024-07-01 19:47:06,2024-07-01 22:45:54,High,Shipping,Phone,AGT020,West,Escalated,2.98,8,False,2,6,0.81
TKT00920,2024-06-12 04:08:01,2024-06-12 21:08:37,Medium,Technical,Social Media,AGT015,West,Resolved,17.01,24,False,2,11,4.07
TKT00921,2024-07-28 02:12:49,2024-07-29 13:51:13,Low,Returns,Social Media,AGT007,West,Closed,35.64,72,False,4,7,14.27
TKT00922,2024-04-22 12:22:23,2024-04-22 14:22:59,High,Account,Chat,AGT016,Central,Closed,2.01,8,False,4,9,0.49
TKT00923,2024-06-17 04:42:16,2024-06-17 13:48:52,Medium,Returns,Social Media,AGT020,North,Closed,9.11,24,False,5,6,8.32
TKT00924,2024-12-01 01:47:30,2024-12-01 08:57:06,High,Returns,Chat,AGT003,Central,Resolved,7.16,8,False,3,12,1.72
TKT00925,2024-07-30 07:51:01,2024-07-30 10:13:49,High,Account,Email,AGT011,Central,Resolved,2.38,8,False,1,7,1.9
TKT00926,2024-01-13 08:22:27,2024-01-15 21:41:39,Low,Account,Email,AGT010,West,Resolved,61.32,72,False,1,3,50.2
TKT00927,2024-02-07 18:22:07,2024-02-09 01:40:43,High,Billing,Email,AGT003,Central,Resolved,31.31,8,True,2,3,0.85
TKT00928,2024-11-06 11:21:59,2024-11-08 00:23:47,Medium,Shipping,Phone,AGT007,East,Resolved,37.03,24,True,3,2,6.42
TKT00929,2024-05-29 15:38:19,2024-05-31 01:07:07,Medium,Shipping,Social Media,AGT013,East,Escalated,33.48,24,True,3,9,12.21
TKT00930,2024-07-09 19:54:01,2024-07-12 17:34:13,Medium,Shipping,Email,AGT013,West,Closed,69.67,24,True,3,8,8.94
TKT00931,2024-06-19 05:14:04,2024-06-21 20:03:52,Medium,Product Info,Chat,AGT010,South,Closed,62.83,24,True,1,8,14.28
TKT00932,2024-08-30 19:03:23,2024-09-06 10:17:11,Low,Shipping,Social Media,AGT020,East,Resolved,159.23,72,True,1,12,24.39
TKT00933,2024-11-02 14:48:05,2024-11-07 01:22:17,Low,Account,Social Media,AGT019,Central,Resolved,106.57,72,True,1,11,17.05
TKT00934,2024-10-11 02:57:53,2024-10-13 01:47:41,Medium,Shipping,Chat,AGT017,North,Resolved,46.83,24,True,1,12,3.0
TKT00935,2024-08-05 18:01:44,2024-08-10 01:46:08,Low,Billing,Social Media,AGT002,West,Resolved,103.74,72,True,2,2,31.41
TKT00936,2024-09-24 11:44:15,2024-09-25 19:58:03,Low,Product Info,Chat,AGT009,East,Resolved,32.23,72,False,4,4,25.89
TKT00937,2024-11-05 09:08:50,2024-11-05 09:53:14,Critical,Account,Chat,AGT017,South,Resolved,0.74,2,False,3,8,0.11
TKT00938,2024-02-04 00:12:14,2024-02-04 13:03:50,Medium,Technical,Social Media,AGT016,East,Resolved,12.86,24,False,4,10,6.08
TKT00939,2024-04-25 12:33:34,2024-04-28 06:05:22,Low,Account,Social Media,AGT018,Central,Closed,65.53,72,False,3,6,40.96
TKT00940,2024-10-04 23:21:35,2024-10-05 07:49:47,Medium,Account,Chat,AGT018,East,Resolved,8.47,24,False,3,10,0.96
TKT00941,2024-06-18 20:57:32,2024-06-20 04:16:44,High,Returns,Social Media,AGT013,South,Resolved,31.32,8,True,2,4,7.91
TKT00942,2024-03-14 06:00:03,2024-03-15 05:10:15,Low,Returns,Email,AGT005,South,Resolved,23.17,72,False,2,8,9.91
TKT00943,2024-03-01 08:45:58,2024-03-01 19:52:34,Medium,Account,Social Media,AGT017,East,Resolved,11.11,24,False,4,9,3.59
TKT00944,2024-03-26 23:04:29,2024-04-03 01:21:17,Low,Returns,Social Media,AGT007,West,Resolved,170.28,72,True,4,5,49.38
TKT00945,2024-04-01 00:55:15,2024-04-05 10:49:15,Medium,Shipping,Phone,AGT012,West,Resolved,105.9,24,True,3,9,21.04
TKT00946,2024-07-10 06:31:02,2024-07-12 07:32:50,High,Technical,Phone,AGT013,Central,Resolved,49.03,8,True,1,10,2.55
TKT00947,2024-09-14 00:28:23,2024-09-15 01:05:35,Low,Account,Social Media,AGT009,West,Resolved,24.62,72,False,3,12,17.37
TKT00948,2024-01-16 17:08:29,2024-01-25 07:22:17,Low,Billing,Social Media,AGT019,Central,Closed,206.23,72,True,2,1,26.67
TKT00949,2024-12-27 06:26:27,2024-12-28 00:33:03,Medium,Product Info,Email,AGT005,North,Resolved,18.11,24,False,4,12,1.22
TKT00950,2024-04-09 23:51:05,2024-04-11 10:12:41,Low,Returns,Phone,AGT009,South,Escalated,34.36,72,False,5,10,24.84
TKT00951,2024-08-01 02:14:18,2024-08-02 11:08:18,Medium,Billing,Phone,AGT013,North,Resolved,32.9,24,True,2,1,6.69
TKT00952,2024-03-29 23:07:50,2024-04-08 01:39:02,Low,Returns,Phone,AGT014,Central,Resolved,218.52,72,True,1,6,33.62
TKT00953,2024-08-25 03:12:35,2024-08-25 06:48:35,High,Billing,Chat,AGT019,East,Resolved,3.6,8,False,5,1,2.78
TKT00954,2024-08-23 02:57:32,2024-08-25 06:07:44,High,Technical,Chat,AGT012,South,Resolved,51.17,8,True,2,7,5.68
TKT00955,2024-06-10 15:04:21,2024-06-12 14:45:45,Low,Technical,Chat,AGT019,East,Resolved,47.69,72,False,5,8,12.69
TKT00956,2024-06-27 23:22:05,2024-06-29 14:00:29,Medium,Returns,Chat,AGT012,North,Escalated,38.64,24,True,3,10,9.32
TKT00957,2024-06-26 23:31:13,2024-06-30 09:01:49,Medium,Technical,Phone,AGT014,North,Resolved,81.51,24,True,1,4,6.27
TKT00958,2024-09-21 23:58:08,2024-09-22 20:38:20,Medium,Billing,Phone,AGT004,East,Resolved,20.67,24,False,4,11,12.2
TKT00959,2024-11-18 13:03:59,2024-11-21 04:21:59,Low,Product Info,Phone,AGT004,East,Resolved,63.3,72,False,4,2,11.93
TKT00960,2024-10-06 06:46:40,2024-10-08 16:47:16,Medium,Technical,Social Media,AGT015,West,Resolved,58.01,24,True,3,4,6.14
TKT00961,2024-12-13 14:36:19,2024-12-14 07:38:07,Medium,Account,Email,AGT016,West,Resolved,17.03,24,False,5,5,16.25
TKT00962,2024-09-19 06:03:28,2024-09-22 00:04:04,Medium,Billing,Chat,AGT006,Central,Closed,66.01,24,True,5,3,15.96
TKT00963,2024-06-07 05:09:01,2024-06-08 05:09:01,High,Billing,Email,AGT003,South,Resolved,24.0,8,True,1,3,2.48
TKT00964,2024-08-11 03:16:58,2024-08-15 16:09:46,Low,Technical,Phone,AGT007,North,Resolved,108.88,72,True,3,6,7.28
TKT00965,2024-08-29 13:42:01,2024-08-31 13:31:49,Medium,Shipping,Email,AGT007,West,Resolved,47.83,24,True,3,3,9.66
TKT00966,2024-11-01 14:20:22,2024-11-02 19:57:34,Low,Account,Email,AGT014,South,Closed,29.62,72,False,4,3,22.77
TKT00967,2024-01-01 22:13:48,2024-01-02 09:37:12,Medium,Account,Chat,AGT017,South,Resolved,11.39,24,False,2,1,2.48
TKT00968,2024-11-30 06:32:56,2024-11-30 20:52:08,Medium,Account,Social Media,AGT013,North,Resolved,14.32,24,False,4,7,2.65
TKT00969,2024-08-26 03:00:31,2024-08-27 07:33:31,Medium,Returns,Social Media,AGT004,North,Resolved,28.55,24,True,3,3,13.83
TKT00970,2024-09-05 23:48:17,2024-09-08 00:11:05,Medium,Shipping,Phone,AGT001,West,Resolved,48.38,24,True,3,11,2.87
